age_category,session_duration,tracks_listened,unique_artists
18-25,10.921528817367467,2,1
36-50,30.454560947136017,9,3
18-25,22.190356310793067,5,1
50+,19.428617364511084,4,1
Under 18,18.78786153221591,4,1
18-25,9.896741096211928,2,1
26-35,25.726490506105094,5,2
18-25,25.237638165259433,7,4
36-50,21.080406244155036,4,1
26-35,33.55326508705451,7,3
Under 18,19.563725174683412,4,1
26-35,30.568208938651914,7,2
18-25,19.224909469633598,6,2
18-25,22.65543053167736,4,1
50+,22.340628690207225,7,2
36-50,15.517513027873083,3,1
18-25,24.531218770331495,5,2
26-35,33.43448239361681,11,6
18-25,35.332714339421145,10,3
36-50,22.42691087113379,5,2
50+,7.503968724101576,1,1
18-25,7.534143109792481,2,1
36-50,16.67706219885671,5,2
18-25,28.97695469616434,6,2
18-25,35.377271840951934,8,3
50+,15.967733906141174,3,1
26-35,25.426013922159786,5,1
18-25,1.931299212483907,1,1
26-35,30.210941654555292,8,4
18-25,20.940902086863858,4,1
18-25,18.249783803767258,5,2
50+,13.182155749903902,4,1
26-35,22.180762074500468,5,2
36-50,13.928590339972203,3,1
18-25,13.974685356069088,3,1
26-35,14.83500303353928,4,1
50+,12.915312848349089,2,1
18-25,11.91398247413075,2,1
18-25,24.03946300702065,5,2
26-35,15.801376135861844,3,1
18-25,19.633875492735985,5,2
18-25,12.356312190929923,3,1
36-50,15.683567514181714,3,1
50+,12.539433572928884,2,1
26-35,32.82090876464324,9,3
36-50,20.90473563610267,5,2
36-50,17.516975351256285,5,3
26-35,16.967070857913775,3,1
Under 18,10.58966746722729,2,1
18-25,14.97148016886647,4,1
Under 18,9.944038752811808,2,1
Under 18,16.957647760519617,4,2
18-25,15.045260366471108,3,1
18-25,14.545429887142735,3,1
18-25,28.66758497161917,7,4
Under 18,18.29181398794266,5,1
26-35,23.54332854923067,5,1
18-25,28.97386323022809,7,3
36-50,13.847557977782321,2,1
Under 18,16.59074088623895,3,1
36-50,12.704604739179135,3,1
50+,18.351369182973308,3,1
26-35,29.857150862603717,7,3
26-35,5.600794222406247,1,1
50+,22.299956776362112,5,1
18-25,22.177269352023117,6,2
50+,18.18242482438371,4,1
36-50,14.548922141155632,3,1
26-35,31.175548255864236,10,4
18-25,31.780244257835776,7,4
26-35,21.740089640413455,5,1
26-35,22.460382224943938,6,3
26-35,25.181972200182866,6,2
26-35,21.804343364891146,4,2
Under 18,18.752849894484473,3,1
18-25,27.19947186327981,8,4
18-25,19.535813968413816,4,1
18-25,22.030344119296892,4,1
18-25,34.232301416976114,6,3
Under 18,30.25014828508566,6,3
18-25,12.67323186919857,2,1
18-25,32.21020674904147,9,5
Under 18,29.638287841092264,7,3
50+,25.471935011103984,6,3
36-50,18.24702124160765,4,2
26-35,26.692435527373032,7,3
18-25,17.258646884923277,4,1
26-35,25.96824824181808,5,1
26-35,39.01421910671207,10,6
50+,18.70029107077596,5,2
26-35,11.24060821996592,3,1
26-35,22.015123476118863,6,2
36-50,18.07281148588435,5,3
18-25,32.52872305270255,6,2
Under 18,14.30820018529904,3,1
26-35,21.742521778420983,4,1
Under 18,17.391902533963695,5,2
Under 18,31.19724562249141,9,4
26-35,32.68303183795966,10,6
18-25,23.97584071641586,5,1
26-35,26.863158671541896,6,2
50+,19.075405281481356,5,3
18-25,20.533038233535134,6,2
18-25,34.38708360247617,8,4
Under 18,11.1305322207044,2,1
Under 18,0.6418612731312479,1,1
Under 18,23.101146997489348,6,2
Under 18,29.8190822694403,6,2
18-25,21.29887266797348,4,1
18-25,6.139409509756934,1,1
26-35,30.96654714919299,8,5
36-50,15.610690596808357,4,2
36-50,14.298238519800622,3,1
26-35,17.177808514112918,4,2
Under 18,8.739414663289304,2,1
26-35,26.62670285809617,8,4
18-25,15.465130112095578,3,1
Under 18,10.686540062780118,2,1
36-50,36.27927162415422,8,4
18-25,16.28031845408145,3,1
18-25,20.362040958239742,4,1
36-50,31.324179821922286,7,3
50+,21.387464443621834,6,2
18-25,33.35919046810806,6,3
18-25,15.12720656194156,3,1
26-35,33.379426373835315,8,2
26-35,28.92430660711193,8,3
Under 18,26.965260645822696,5,2
26-35,31.754985479640748,6,3
50+,14.140180160037861,2,1
18-25,39.76398832036862,10,5
50+,6.696688540995643,1,1
50+,13.678819269096394,3,1
18-25,24.76791348322931,6,2
36-50,23.743886266955464,5,1
18-25,20.937384886797982,5,2
26-35,30.724488329057376,6,2
36-50,16.943346887816134,3,1
18-25,25.87939760326742,5,2
26-35,23.966460129766993,4,2
36-50,30.405755666374606,7,2
18-25,17.867650725518015,5,2
18-25,23.274642200312606,5,2
Under 18,24.462252973442684,5,2
26-35,32.24143720453564,9,5
50+,18.1868622715437,4,2
36-50,20.280890139265015,6,2
18-25,14.574932929039242,3,1
26-35,28.88932190083612,8,3
18-25,6.718780908342239,1,1
18-25,22.162373579873424,6,2
18-25,22.683061732028914,4,1
18-25,33.118115110924876,6,2
26-35,19.714745224750175,5,2
50+,18.93859103802007,6,2
26-35,26.27250241577577,5,2
26-35,16.151587469907916,4,2
Under 18,19.961449109667246,4,1
50+,11.292220308054858,3,1
36-50,27.777787814998426,9,5
36-50,25.54438102727168,8,4
18-25,23.020986236704317,5,2
26-35,19.9043134651511,4,2
26-35,36.35011773999508,7,2
18-25,12.406389420972493,2,1
26-35,25.400156447534265,6,2
50+,12.154038654255427,2,1
18-25,18.71753891712001,4,1
Under 18,28.897386117585242,6,2
26-35,28.77926301305093,8,4
18-25,13.552832471738347,3,1
26-35,20.823416698866946,5,2
26-35,21.964179705207954,5,1
18-25,14.159901968364746,3,1
36-50,23.635532840634976,5,2
26-35,42.47056982758653,12,6
36-50,18.643422468165426,6,2
36-50,33.57889784411443,7,3
36-50,21.978303248129038,4,1
Under 18,22.255182887885688,4,1
18-25,21.826046268693936,6,2
Under 18,8.125531815588968,1,1
18-25,23.18284771738529,5,2
36-50,7.407770191921314,1,1
18-25,21.464555198096903,5,3
36-50,22.976724663679533,6,2
18-25,9.255595666668558,2,1
18-25,20.453396376181086,4,1
36-50,20.242706836976296,4,1
18-25,18.92418968956884,4,1
36-50,21.13857190346682,4,1
18-25,15.876593478759336,3,1
50+,18.378497863720124,5,1
26-35,31.925304844571496,10,3
36-50,20.56628029139324,4,1
Under 18,19.648237128340895,5,2
18-25,24.54412028608546,4,2
50+,29.347964560229805,6,2
36-50,20.843167618690973,5,2
Under 18,8.084085292870574,1,1
18-25,13.723187251384697,4,1
18-25,24.21710564333574,6,2
18-25,30.58836991129961,9,4
26-35,17.43435752798606,3,1
18-25,19.696061240767172,6,3
18-25,20.135002627191035,4,1
26-35,18.849431268287383,3,1
18-25,30.74663338377457,8,4
26-35,34.312604977665984,7,3
50+,19.72076669785041,6,3
Under 18,17.060668722720543,5,2
26-35,32.6498173906336,6,3
18-25,23.597551965942845,6,2
18-25,16.940709864523207,4,1
Under 18,26.80027776223786,5,2
Under 18,22.58462993368901,6,2
18-25,8.375155710241657,2,1
18-25,13.054415990438482,3,1
36-50,14.023662390300787,3,1
26-35,33.24960406706229,6,3
50+,14.489257302522745,4,2
26-35,30.017375339855032,6,2
18-25,35.20310967885153,8,3
18-25,25.55894283462469,6,2
18-25,17.067216226625384,4,2
18-25,14.794265985264456,3,1
26-35,22.549220250595315,5,2
26-35,16.77790649167664,4,2
18-25,11.988625887698342,3,1
Under 18,14.365247225850085,3,1
Under 18,23.72546860489204,4,2
18-25,16.35399375213143,3,1
Under 18,18.42301278730968,4,1
36-50,24.815119071319124,7,3
Under 18,25.090662043847573,5,1
26-35,9.565515820824979,2,1
18-25,7.93667090081564,1,1
Under 18,17.297776262429,4,1
36-50,15.311107062729896,4,1
26-35,31.836286628301437,9,4
18-25,16.753058290040595,3,1
36-50,32.78567369840326,6,2
Under 18,16.584578340508052,4,1
18-25,22.160358911959925,5,1
36-50,17.99763872440118,4,2
26-35,28.900776026464875,8,3
18-25,23.567205003044663,4,1
Under 18,26.21425159686844,7,2
36-50,21.19431537421983,5,2
18-25,28.89242883345574,6,2
18-25,22.09741712024007,5,1
26-35,19.85478516785907,5,2
50+,14.819963039004858,4,1
Under 18,25.101757939825,7,4
36-50,29.585559303077297,7,2
26-35,16.023500264209922,4,1
18-25,25.256866905118066,6,3
26-35,13.10915204440286,4,1
50+,14.9125836438814,4,2
18-25,23.428135955871934,5,3
Under 18,14.067411121465579,4,1
50+,25.328769987826128,5,2
26-35,29.868639458777768,9,3
18-25,11.7293385007964,2,1
26-35,30.243725023451734,8,2
26-35,14.437052667382346,4,1
36-50,22.02219790596602,6,2
50+,22.38659849752521,5,2
18-25,24.96508950893553,6,2
18-25,19.395539685519555,4,2
26-35,22.24568148530789,4,2
18-25,11.895398827863998,3,1
26-35,26.46074599907187,6,2
18-25,25.631416726584096,8,2
18-25,34.45308441283867,8,4
18-25,16.807071546924654,3,1
26-35,31.773314900052025,7,3
36-50,26.586856436360854,8,3
18-25,16.664560779753856,4,2
18-25,25.046762210851607,5,3
18-25,14.285520673245795,4,1
36-50,23.542125926401404,7,3
18-25,18.52094553281277,5,2
26-35,28.54839815233014,8,3
26-35,29.185346428162386,9,4
18-25,16.298945056451185,4,1
36-50,21.941960070110074,5,2
Under 18,19.099570005151445,4,2
26-35,16.28431154378319,5,2
18-25,17.41153514434817,3,1
Under 18,15.946657877186414,5,2
26-35,15.9831532976979,3,1
18-25,14.37323321863145,4,1
26-35,22.93394510276551,6,2
26-35,25.440192869990078,5,3
26-35,15.050596249907416,3,1
18-25,28.40209519834731,7,3
26-35,29.906782129375188,6,3
26-35,24.318398741630023,5,1
18-25,11.467529590462616,2,1
26-35,23.299613984811117,4,2
50+,16.63370951049523,3,1
18-25,12.436653645868855,4,2
50+,12.191221459805025,3,1
Under 18,25.36520547321422,7,2
18-25,17.73200658640318,4,2
18-25,26.198988813841808,8,3
26-35,24.89464187271996,8,2
Under 18,25.261757041737546,7,2
36-50,26.30996073184635,6,2
36-50,24.799954757484805,8,3
26-35,34.46098183831751,7,2
18-25,20.70229896532684,4,1
50+,10.526322863023692,2,1
36-50,13.988709232344833,4,1
18-25,15.430405539021173,3,1
26-35,30.9355820879073,7,4
26-35,21.79955681654664,5,2
26-35,26.642463790595585,6,2
18-25,23.74973870464869,7,3
18-25,21.150820028934845,4,2
Under 18,3.9621051128681195,1,1
18-25,11.691608834192282,3,1
26-35,39.12732149584977,11,5
50+,19.630300239466994,5,2
50+,4.501665667337699,1,1
26-35,25.557769568636463,6,3
26-35,39.42108511808065,8,3
18-25,21.916574052579424,6,3
26-35,25.35516884715108,5,1
Under 18,7.201465356852609,1,1
18-25,18.10382744000669,4,1
26-35,11.854224667698688,2,1
18-25,11.442805324838055,3,1
Under 18,9.841765866181374,2,1
36-50,32.43664014289649,9,5
18-25,25.096257898667506,5,1
Under 18,29.80687932359748,7,3
Under 18,10.735719752461318,2,1
18-25,21.335357075929394,6,3
18-25,12.943344553381944,3,1
36-50,16.593282477595498,4,2
18-25,23.286102369414674,6,2
36-50,23.072819520466993,5,2
18-25,22.003610275486984,5,2
18-25,11.207124483995043,2,1
26-35,26.02073380026847,6,2
26-35,27.781649267306324,5,1
26-35,19.598401052549804,6,2
50+,16.640321531120698,3,1
18-25,8.482941288741449,2,1
18-25,4.909988950598009,1,1
36-50,34.04991926463907,7,3
Under 18,21.433853688984037,5,1
Under 18,17.487579635937117,3,1
18-25,25.587644194398642,7,3
26-35,18.039117124372094,3,1
18-25,20.771084344127303,6,3
18-25,27.743755375814317,7,3
18-25,12.285541294032386,2,1
26-35,21.063986263450253,4,2
18-25,10.334659575374827,3,1
18-25,25.846546619263968,5,2
26-35,26.64300445310952,8,3
50+,23.85844535925314,5,2
26-35,31.74258999245833,6,3
36-50,20.4314957136086,4,2
18-25,22.875460831877316,4,1
18-25,22.950285720529486,7,2
18-25,25.134195730262547,5,2
36-50,30.79849520161995,7,3
18-25,12.366644968548158,3,1
36-50,10.742083299644662,3,1
50+,12.74387484801149,3,1
Under 18,23.30947139851208,7,3
Under 18,22.896310692048253,7,2
Under 18,16.01831115347385,4,1
18-25,18.09759512254227,5,2
Under 18,14.159921161260662,3,1
36-50,21.357434533636493,6,3
Under 18,15.143907527087114,3,1
18-25,31.45766107682841,7,2
18-25,29.259868574143187,7,2
50+,21.61894369961695,6,3
26-35,25.249997118311985,5,2
50+,23.695993710847176,5,1
50+,18.493693514240444,4,1
18-25,21.12823293543947,4,2
18-25,7.904146834800306,1,1
18-25,21.82474035070648,4,2
18-25,10.961772120008398,2,1
26-35,21.777365650117098,6,3
Under 18,21.182758627621542,6,2
Under 18,13.709152004059469,3,1
26-35,28.829718334374384,8,3
26-35,33.41384440502919,8,3
26-35,17.929511857126247,5,1
18-25,20.82174132712338,5,2
36-50,14.521228147827967,3,1
26-35,15.664609935998438,4,1
Under 18,22.170244513129294,4,1
36-50,26.28061938823464,7,2
50+,10.453821487411616,2,1
Under 18,34.34060463157956,8,3
18-25,16.521863848026467,4,2
18-25,21.451812654170244,5,1
Under 18,16.26117862643721,4,1
36-50,20.293633089691497,5,2
18-25,30.62842608243232,6,2
36-50,31.032827765087355,8,4
26-35,11.796471394108345,2,1
26-35,20.490685252425635,6,3
18-25,40.65448446076725,11,3
18-25,16.968869855553297,5,1
Under 18,22.9587690123071,4,1
18-25,27.954705689715638,5,3
18-25,25.972756757644678,7,2
36-50,5.094665373100842,1,1
18-25,22.337748091409257,6,2
36-50,32.49584904387977,7,4
18-25,20.205783526383225,5,2
36-50,15.752916170463715,3,1
50+,12.889431537637199,3,1
18-25,18.60651738224656,5,3
36-50,26.051326576028234,5,2
26-35,48.11709093051756,13,6
36-50,20.261268253528286,4,1
26-35,29.495743383776357,9,3
18-25,9.187927195608859,2,1
18-25,8.205314959781466,2,1
Under 18,16.52162950869105,4,2
26-35,28.56350459804546,6,3
50+,17.568370897653917,4,2
26-35,25.42608237605199,7,2
18-25,18.078561018982587,3,1
36-50,21.833551792470413,5,1
36-50,20.2369793466821,4,1
18-25,10.552508328552817,2,1
Under 18,9.559464890260175,2,1
Under 18,29.515810033932112,7,2
36-50,17.060668224392607,4,1
36-50,20.55672619957281,4,1
18-25,28.329648071442556,9,3
18-25,18.112641247175166,5,2
36-50,27.26490117515658,7,2
50+,13.55983325935535,3,1
36-50,31.332321353844804,7,3
26-35,26.816134465862028,7,3
18-25,19.81209746824971,5,1
26-35,23.68147868978108,6,2
18-25,25.355299659712244,7,2
36-50,23.417377708510514,6,3
18-25,0.0,1,1
36-50,19.311769899065517,6,2
18-25,22.25384902312029,6,2
36-50,16.190756260461463,4,1
18-25,16.473092103202006,3,1
18-25,17.283936939860837,3,1
26-35,37.75981436514887,8,4
Under 18,24.18467703245998,4,1
50+,19.64522032484438,5,2
26-35,15.673708532174203,4,2
26-35,19.522477512949635,4,1
36-50,27.101567457982696,6,2
36-50,25.96063572858416,5,2
26-35,13.635829202550681,3,1
50+,24.99703397169558,5,2
Under 18,13.975502083057496,2,1
Under 18,22.508156570728932,4,2
26-35,46.86804571193478,9,3
18-25,17.07135445427956,3,1
18-25,21.172734818497904,4,1
18-25,16.088467629489017,4,1
18-25,21.226777275114078,5,2
36-50,30.550757551642604,6,2
26-35,23.44365360663329,6,2
50+,16.528464480594565,3,1
36-50,28.621300869607254,6,2
18-25,11.157384686183548,2,1
18-25,20.58182618609016,4,1
18-25,14.906142407801104,3,1
36-50,20.57213078090596,5,2
Under 18,13.788575682277644,3,1
18-25,9.99831336301562,3,1
50+,6.957499682629704,2,1
26-35,21.378214043045794,6,3
18-25,21.59563645543848,6,2
18-25,25.692676983321704,7,2
36-50,13.98718270312433,2,1
36-50,22.913820979744788,5,2
18-25,23.91478395156445,5,2
18-25,22.5213881266235,4,1
36-50,23.546504648467504,5,2
36-50,9.026025186514701,2,1
36-50,21.28243507803221,4,1
26-35,24.34177146289057,7,2
50+,20.726911107042696,6,2
18-25,29.712455915332463,8,3
18-25,18.186079290043722,3,1
26-35,22.240366903420558,5,2
26-35,26.044243391684567,6,2
36-50,22.130689834598677,6,2
Under 18,23.027253981886236,4,1
36-50,25.174485781444726,5,2
18-25,18.767190844086787,5,2
26-35,28.993919863222512,7,2
Under 18,18.468589222054337,4,2
26-35,13.396407058404288,3,1
26-35,15.750245235639731,4,1
18-25,3.6551474982322816,1,1
18-25,31.638957904784217,7,2
26-35,35.28203809837274,9,3
36-50,28.208220540262282,9,3
18-25,18.485291340972715,5,2
18-25,26.836739549038622,6,2
18-25,26.284505843171576,5,2
50+,10.729132779385756,2,1
18-25,14.496367151498628,3,1
Under 18,23.7623921993615,5,1
36-50,19.065452557218997,5,3
26-35,19.342084675928156,5,1
Under 18,25.76531768471049,6,2
50+,13.858445422686394,3,1
26-35,44.852818628711546,9,4
26-35,37.75417903291428,7,2
18-25,18.505775289152847,5,2
36-50,29.49763897274456,7,4
18-25,21.305738424202623,4,1
18-25,17.089173901351746,3,1
Under 18,33.846476056768054,8,3
36-50,24.34282130656181,7,2
26-35,17.844018226100488,3,1
26-35,28.680474046770744,6,3
18-25,31.742176988380216,6,3
26-35,25.018819418124483,5,2
36-50,23.25741767637151,5,2
18-25,17.90188572926369,4,1
36-50,24.111846824755098,7,2
18-25,13.155468314616684,4,1
36-50,17.22686423015721,3,1
Under 18,17.603577284023558,3,1
26-35,26.341468816832514,6,2
50+,23.562169560567387,5,1
50+,17.2641746679254,4,1
18-25,25.792125925847635,8,4
18-25,16.91802174136784,4,1
Under 18,24.120897221869075,7,3
36-50,29.19389891541716,7,3
26-35,24.07880853398293,7,4
18-25,22.45887088032476,6,2
Under 18,15.895631589697171,3,1
50+,20.932203845777867,6,2
26-35,2.588467958350101,1,1
18-25,8.618362016550863,2,1
18-25,24.00959740459749,6,3
18-25,8.548318831549217,2,1
26-35,21.088481808864795,6,2
50+,25.016894529889356,7,2
36-50,27.18347046310548,6,2
18-25,36.764341835149104,7,2
36-50,22.452330947843283,4,1
18-25,19.420852134850332,5,2
18-25,20.071012173148542,4,2
50+,13.375798146329654,4,1
18-25,18.507781015997708,3,1
18-25,11.176311470524727,2,1
50+,23.865445710161698,7,4
Under 18,25.169137416479934,7,2
36-50,15.037127278173571,4,1
50+,14.674812644393237,4,1
26-35,28.124593176137395,6,2
Under 18,21.89780526489962,5,2
18-25,12.653467615002192,2,1
Under 18,20.4627523122221,5,2
18-25,23.99918368302685,5,2
36-50,25.600132527578946,7,2
18-25,31.792592023860863,7,4
18-25,21.750434372941317,5,3
26-35,15.073155664413125,3,1
26-35,16.483720146187288,3,1
36-50,29.53708396735347,6,2
18-25,31.276574363183645,10,4
36-50,21.79078157339169,4,2
26-35,28.059028134893865,7,3
18-25,20.651392227609072,5,3
18-25,17.91329705916386,4,2
18-25,9.562602983491463,2,1
26-35,28.818186329846675,6,2
18-25,32.473653585355905,9,5
50+,18.851080897406895,5,2
26-35,22.584385275562827,6,3
50+,15.841613600811076,3,1
Under 18,23.478444273165568,5,2
18-25,28.057739919656857,8,3
Under 18,23.728715601062195,6,2
18-25,6.912331428130676,1,1
36-50,32.454247693944005,7,4
Under 18,25.8328546528786,5,3
18-25,18.739246796424663,3,1
Under 18,16.287793169929518,4,1
18-25,16.872798694459473,4,1
36-50,27.17587675314256,5,2
26-35,9.196244076443564,2,1
26-35,29.109657771332728,7,3
18-25,21.963826215521927,6,2
50+,19.332939554655162,5,1
26-35,15.697701987098373,5,2
18-25,8.071579826569804,2,1
18-25,35.71070840444348,7,3
50+,18.66466677136907,3,1
26-35,40.48764751920034,10,3
26-35,32.22675407267796,7,3
18-25,20.786899047417517,4,1
18-25,21.62328978235183,6,3
26-35,33.642677097900524,8,4
26-35,34.54233693951607,8,4
26-35,28.80793730315465,7,2
26-35,33.74217625122372,8,5
18-25,27.98234554218718,6,2
36-50,23.97788941994338,6,2
50+,14.98102527168837,3,1
36-50,24.98275077193332,5,2
18-25,14.761955354696846,2,1
18-25,17.33720474130333,5,1
36-50,24.38528433045508,5,2
26-35,24.366199411170538,7,2
26-35,35.524251597020594,11,4
50+,14.697897467926534,3,1
26-35,7.974926906131454,1,1
26-35,35.48028399677515,9,5
Under 18,20.332610795527135,5,3
Under 18,20.665448052076872,4,1
Under 18,14.481099939994442,3,1
50+,8.581825441670674,2,1
18-25,14.268154390263554,3,1
18-25,23.990054101461677,6,2
36-50,20.793053499048156,4,2
26-35,22.339530976792116,6,2
26-35,11.405506801139321,2,1
18-25,32.678971980079794,7,3
36-50,21.64422582517771,4,2
18-25,36.39345223796477,9,4
Under 18,22.567419066515303,6,3
18-25,30.857523066583525,6,2
18-25,14.975467856715573,3,1
18-25,9.399365263947361,1,1
26-35,23.508022430451497,5,3
18-25,23.920072530315544,5,3
26-35,30.348886939128075,6,2
Under 18,22.76167241145055,7,2
Under 18,36.042402010325475,8,5
26-35,28.13464579903533,7,2
50+,16.449587135955298,4,1
36-50,20.598713473059096,5,2
50+,13.97338386987683,3,1
26-35,27.345392534371214,8,3
26-35,33.65252243443416,9,5
26-35,36.27185306421952,9,4
26-35,22.625391942872987,6,3
Under 18,19.630005745478588,5,1
26-35,19.867259001375505,5,3
18-25,26.7782215624529,8,3
18-25,11.357943153168161,3,1
26-35,19.22400901985492,3,1
Under 18,0.0,1,1
18-25,11.745345243541074,2,1
Under 18,15.86255867052277,3,1
50+,15.44612909508701,3,1
Under 18,10.935829743273919,2,1
18-25,12.091029422082423,3,1
36-50,29.569418839195464,6,3
18-25,14.540513586634226,4,1
Under 18,7.335139378983229,2,1
18-25,12.700089368909179,2,1
Under 18,12.79310733479194,2,1
18-25,19.50756210634841,4,2
Under 18,22.517314471242145,5,2
18-25,10.524931072001083,2,1
36-50,23.80181359606734,5,1
26-35,36.1979131660942,10,3
26-35,33.1282044150163,8,4
18-25,24.054559705542566,7,3
18-25,22.85405733755873,4,1
36-50,20.09873907582825,5,2
Under 18,29.93212686538969,6,2
36-50,24.5754380296042,5,1
18-25,14.369348995448544,4,1
36-50,21.095399230312246,5,3
18-25,15.270100250753112,3,1
18-25,19.02792744830135,4,1
36-50,29.29280353574152,9,5
36-50,20.942302179338306,5,2
18-25,14.437829772551325,4,1
50+,23.20339954160584,4,2
Under 18,28.93569728415904,6,2
Under 18,14.502513936813468,4,2
26-35,36.8395417627935,7,2
26-35,32.70004165167421,8,3
50+,15.24042325895462,3,1
18-25,28.532256906548998,6,2
Under 18,11.376729343946897,2,1
26-35,21.146336890334258,6,2
18-25,12.335399020796388,2,1
18-25,13.163561528946257,3,1
18-25,25.95762919775474,5,1
Under 18,19.897472651086836,5,2
18-25,12.22246427891903,2,1
18-25,15.872767782463077,3,1
26-35,19.68290374660014,6,2
26-35,27.006817703949945,6,2
18-25,35.91182953438114,7,3
18-25,21.4401677114332,5,2
18-25,21.90352366020224,6,3
18-25,30.788107044792312,6,2
26-35,20.65717882323142,6,3
50+,24.66439576713165,6,2
26-35,21.60398445052523,7,2
26-35,22.118382990143125,5,2
18-25,17.692125999449598,3,1
18-25,19.250891500685817,3,1
50+,17.125329075117484,5,2
50+,19.791277858730048,4,2
18-25,17.03000205780734,5,2
18-25,20.70318203418492,4,1
36-50,12.330084237184561,2,1
Under 18,25.476914600735473,6,2
36-50,28.79215478410627,7,4
36-50,23.32941484147618,5,3
Under 18,25.2349876038325,7,2
50+,13.812839010517592,3,1
50+,25.58791271072873,5,1
50+,18.95097394116561,5,2
18-25,8.764086148187936,2,1
18-25,28.507717108995656,7,4
26-35,30.741871239932177,6,2
18-25,33.10142358555688,9,3
18-25,31.647107876534285,6,2
18-25,29.392710744179073,7,4
26-35,28.791838190507764,6,2
Under 18,24.991194139340685,5,2
18-25,12.449519064451128,3,1
Under 18,18.06098108222768,4,1
26-35,48.8738715596817,10,6
26-35,11.178652406866515,2,1
Under 18,22.171690162405056,5,2
50+,17.802772606590246,4,1
Under 18,25.97341794724686,5,2
26-35,26.588931494784447,8,3
36-50,29.28742499692399,6,2
36-50,22.090876493063323,4,1
Under 18,25.419856357699224,6,2
50+,19.82841777064547,4,1
50+,16.541933250149878,4,1
26-35,21.527729686712053,6,2
18-25,28.945026986175932,8,3
Under 18,24.37462705529775,5,2
26-35,32.96961791925763,7,3
18-25,28.783564363380535,8,3
36-50,18.893278889248016,6,3
18-25,18.104213720234217,3,1
26-35,22.273568815000964,5,2
Under 18,27.217902621300954,6,2
Under 18,20.636117251189447,6,2
Under 18,21.282822736577906,4,1
Under 18,12.616781739731238,3,1
26-35,31.592289830227813,6,3
36-50,27.14288180998519,7,2
26-35,29.48808142065193,6,2
26-35,26.302500656517662,6,2
26-35,33.3459675655633,6,2
18-25,19.656937820826275,6,2
18-25,29.937136886393922,6,2
18-25,25.004163042050394,7,4
26-35,14.902213279005831,4,1
18-25,19.06514579653565,4,1
Under 18,22.274531971094305,5,2
26-35,19.426915491017,5,1
50+,23.39780144856932,5,2
26-35,9.19136518965893,1,1
36-50,26.822756309310073,5,3
26-35,30.52280040019834,6,2
18-25,6.087538334700911,1,1
26-35,25.82803658596182,7,2
36-50,19.390159213505004,4,2
18-25,29.922708667937908,6,2
18-25,14.13755108571863,4,1
18-25,25.59421790476973,6,2
18-25,26.98824414369738,6,3
36-50,19.644439882554938,5,1
18-25,29.084187985110944,6,2
18-25,17.091338092932393,5,2
36-50,29.995241347116217,7,2
26-35,45.83488343612485,14,7
26-35,32.441920149756385,7,3
36-50,25.67301911365313,5,2
18-25,16.688202098445498,3,1
26-35,39.856427761595185,11,5
Under 18,26.217650052851532,6,2
18-25,16.77696100265427,4,1
18-25,30.49380567058154,7,3
18-25,20.769193958334306,4,1
50+,21.384232176095622,5,2
50+,15.947984182357068,3,1
36-50,16.36847891797415,5,2
18-25,13.793829238472288,3,1
50+,16.093075683104587,4,2
26-35,29.105429838022427,5,1
18-25,17.913366827629744,4,1
26-35,18.66964358609322,4,2
Under 18,13.342218706583704,3,1
Under 18,28.865369536346968,6,2
36-50,21.265002813862225,4,1
26-35,9.338814959907417,2,1
18-25,19.94578994204469,4,1
26-35,21.67690089848874,4,1
50+,19.022321759482512,5,1
26-35,20.462203663124807,4,1
18-25,29.008130786061948,6,2
Under 18,18.926259590874334,3,1
18-25,18.52720934603498,4,1
50+,16.41977826941485,4,1
18-25,23.315821263648125,6,3
18-25,22.76452925177973,6,3
18-25,17.264101455552936,4,1
36-50,22.14313280410224,4,2
26-35,22.975889526446647,6,3
26-35,31.797664848371745,7,3
18-25,10.978484480325093,2,1
Under 18,17.615749889780126,4,2
50+,17.022257196848788,3,1
50+,24.973411319892584,6,2
50+,23.876719890080334,5,1
50+,19.96076941800292,5,2
36-50,16.033517577020056,3,1
26-35,25.457932238886954,7,3
36-50,33.27788364934521,6,2
26-35,23.81044301466442,6,2
Under 18,20.900327320904033,6,2
18-25,21.304875214480933,5,3
50+,13.751144838031976,2,1
18-25,14.337172703770289,3,1
36-50,17.139984355349114,5,1
Under 18,17.912092022638845,5,2
18-25,23.09541588366019,5,2
18-25,21.189551939600115,6,2
Under 18,23.551651464562934,5,2
Under 18,35.12287532760065,7,4
18-25,38.164007476179684,7,3
36-50,22.56303513343681,4,2
Under 18,26.4623227682988,7,2
18-25,24.613734511612062,4,1
Under 18,27.538584986717837,7,4
26-35,33.33353920790718,7,2
26-35,20.774306075167065,4,1
26-35,40.85060037300961,9,4
18-25,30.717687662255095,6,3
18-25,26.76603493343705,7,4
26-35,30.485327100745547,9,4
36-50,24.390400575166574,7,2
Under 18,21.43662792247864,6,3
18-25,25.513559008953404,5,2
18-25,21.776274881401516,5,3
18-25,22.64582978892742,5,2
26-35,25.188764878688694,7,2
26-35,23.931973480645453,6,3
18-25,33.41014964550211,7,3
18-25,21.474618950203418,4,2
50+,16.576612917240933,4,2
36-50,23.745074455775804,5,1
36-50,15.503506211429997,4,2
18-25,27.464969807922156,8,3
